,description,id,url,name,profile_image_url,public_metrics,verified,username,protected,location,pinned_tweet_id,entities
400934180,I am a knitter after hours. My side hustle is cat sitting. Survivor of an aortic dissection. Fan of the Eagles 🏈 Sarcasm lets me throw shade when needed.,,,Sandie (she/her),https://pbs.twimg.com/profile_images/1612734513/Hand-Knitted-Socks_normal.jpg,"{'followers_count': 451, 'following_count': 349, 'tweet_count': 20012, 'listed_count': 11}",False,SarcastiKnitter,False,"Beautiful Vancouver, BC",1375534890184216579,
10507282,"A loyal Dem (and a Navy and NASA brat), I tweet on politics, history, food, editing. Wrote NYT bestselling bio (2003) with my dad, a Project Mercury astronaut.",,,Kris Stoever,https://pbs.twimg.com/profile_images/1168308942599901184/Am4TwugM_normal.jpg,"{'followers_count': 1916, 'following_count': 2006, 'tweet_count': 146339, 'listed_count': 114}",False,paxr55,False,"Denver, Colo.",,
1152605577006202882,"͎ ˗`ִֶָ𝒀𝑶𝑼'𝑹𝑬 𝑵𝑶𝑻 𝗮 𝗰𝗹♥︎𝘄𝗻, 𝒀𝑶𝑼'𝑹𝑬 ꗃꠂꠥ𝕥𝕙𝕖 🜸ֹ͙ ˖ 𝘦𝘯𝘵𝘪𝘳𝘦 ⋆ 𝖈𝖎𝖗𝖈𝖚𝖘𖧧˓﹚🏳️‍🌈 ﹆ infp",,https://t.co/VhunUw03s8,𝚖𝚎𝚑ᵎᵎ,https://pbs.twimg.com/profile_images/1518316538654334978/L7pWMp2j_normal.jpg,"{'followers_count': 204, 'following_count': 229, 'tweet_count': 16584, 'listed_count': 2}",False,cdeclown,False,gendern't 𓂸,1378385077474840580,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VhunUw03s8', 'expanded_url': 'https://beos-pwr.xn--4r9h/', 'display_url': 'beos-pwr.🥢'}]}}"
2524339853,"Trump resister, Biden/Harris fan, wife, mom, teacher, race car driver,  grandmom, animal lover.",,,Virginia smith,https://pbs.twimg.com/profile_images/1315043882711879685/Zlr1xvCv_normal.jpg,"{'followers_count': 6016, 'following_count': 6440, 'tweet_count': 97590, 'listed_count': 0}",False,smith_plandcs,False,"Florida, USA",,
155852319,カイの体内は、さらに7ヵ所のダンジョンへと分かれている。各部分には1つずつ秘宝があり、すべてを集めないとカイを救うことができない。,,https://t.co/mpZrPahzRB,かかとなでなで,https://pbs.twimg.com/profile_images/1289697273220222976/somWfdDt_normal.jpg,"{'followers_count': 760, 'following_count': 650, 'tweet_count': 189465, 'listed_count': 18}",False,sotgo,False,蠱惑蟻原ちゃん,1359935509162844161,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mpZrPahzRB', 'expanded_url': 'http://pompompopom.tumblr.com/archive', 'display_url': 'pompompopom.tumblr.com/archive'}]}}"
2709415590,"一人旅が大好きなのにコロナでガマン。 一人暮らしを満喫中のオナゴです 歳はくってますσ(^◇^;)   どうやら風が好きみたい♪ 散歩も好き 新しい進路を模索中(｡･ω･｡)  最近、瞑想始めました。
反対意見も？？？な意見もフォローして多角的に判断しようと思っています。",,,＊＊けろ＊＊,https://pbs.twimg.com/profile_images/496664172776546306/CkwqDZfB_normal.png,"{'followers_count': 110, 'following_count': 204, 'tweet_count': 12700, 'listed_count': 1}",False,kncktn3,False,,,
26974824,"Bence Galatasaraylılık din gibi, mezhep gibi yerleşmiş, köklü bir inançtır. Metin Oktay / 135 - GSK 12987
@thepethings",,https://t.co/PmPMMTrsbW,Gümo,https://pbs.twimg.com/profile_images/1429155968357650432/tE7oWoam_normal.jpg,"{'followers_count': 329, 'following_count': 1278, 'tweet_count': 390, 'listed_count': 5}",False,gunesevgin,False,Istanbul,954839686215815168,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PmPMMTrsbW', 'expanded_url': 'http://www.facebook.com/gunesevgin', 'display_url': 'facebook.com/gunesevgin'}]}, 'description': {'mentions': [{'start': 106, 'end': 118, 'username': 'thepethings'}]}}"
1055147866195484673,,,,Daniel García,https://pbs.twimg.com/profile_images/1055148688811663361/d-Y-kR9z_normal.jpg,"{'followers_count': 91, 'following_count': 130, 'tweet_count': 606, 'listed_count': 0}",False,99_danigf,False,"Gijón, España",,
328665478,views are my own #MSDemployee,,,Debbie Porter,https://pbs.twimg.com/profile_images/1208365531155312640/IUefWZmY_normal.jpg,"{'followers_count': 254, 'following_count': 175, 'tweet_count': 1806, 'listed_count': 2}",False,debscpoppy,False,,,"{'description': {'hashtags': [{'start': 17, 'end': 29, 'tag': 'MSDemployee'}]}}"
304465162,某研究所の研究員。プログラミング言語/ロボットの品質テスト/数学/猫。何が専門か分からなくなり気味。RT中心。,,,Jun Inoue,https://pbs.twimg.com/profile_images/2586754538/1k205q39jnj0w7le9axq_normal.png,"{'followers_count': 865, 'following_count': 791, 'tweet_count': 33233, 'listed_count': 51}",False,jun0inoue,False,"Osaka-fu, Japan",,
301604341,,,,Jose Manuel,https://pbs.twimg.com/profile_images/520630119573258240/0qrKdyfM_normal.jpeg,"{'followers_count': 9, 'following_count': 113, 'tweet_count': 400, 'listed_count': 0}",False,wtech11,False,,,
824130961210245124,東京在住のアラフォーの外国人。日本に来て覚えた良からぬ遊びで見てきたこと、経験してきたことをたまに呟くかもしれません。maybe. （アイコンは限りなく本人に似た別人。）,,,来来航,https://pbs.twimg.com/profile_images/1327141503693676545/MSLS3ZGV_normal.jpg,"{'followers_count': 147, 'following_count': 447, 'tweet_count': 681, 'listed_count': 4}",False,bochimeki,False,東京,,
1499050909,ゲームとアニメとVに生かされている。,,,くろこ,https://pbs.twimg.com/profile_images/1112440616107925504/5WhYLUuo_normal.jpg,"{'followers_count': 69, 'following_count': 1059, 'tweet_count': 17800, 'listed_count': 0}",False,Kuroko_DaytimeP,False,風が語りかけます,,
34528111,日常の中で興がのったときに、時々つぶやきます。仕事がら経済や金融、株式市場や投信に関心をもっています。仕事以外では、将棋やゲーム、ドラマの話題が力が抜けてよいです。蕎麦好きです。写真や将棋、音楽鑑賞が趣味です。エレキギターは練習中、最近Venovaを買って管楽器を吹くという体験を実践中。(^^;,,,藤田　充,https://pbs.twimg.com/profile_images/516593161892671488/0bX97Zu3_normal.jpeg,"{'followers_count': 710, 'following_count': 2016, 'tweet_count': 5386, 'listed_count': 9}",False,fujita_326,False,東京都大田区,,
27496072,#BidenHarris2020 It’s time to rid our WH of it’s virus. #VoteThemOUT!!! #Resist (Fuck James Woods and Travis Twat) #BLM #IStandWithUkraine,,,Freedom Girl,https://pbs.twimg.com/profile_images/1500638546712952836/-hCQTOpT_normal.jpg,"{'followers_count': 887, 'following_count': 1536, 'tweet_count': 88464, 'listed_count': 6}",False,Freedom_Girl_14,False,Where I'm At. ,985234667199594496,"{'description': {'hashtags': [{'start': 0, 'end': 16, 'tag': 'BidenHarris2020'}, {'start': 56, 'end': 68, 'tag': 'VoteThemOUT'}, {'start': 72, 'end': 79, 'tag': 'Resist'}, {'start': 115, 'end': 119, 'tag': 'BLM'}, {'start': 120, 'end': 138, 'tag': 'IStandWithUkraine'}]}}"
521232651,,,,れん,https://pbs.twimg.com/profile_images/1357953287740248064/htPhmARm_normal.jpg,"{'followers_count': 168, 'following_count': 237, 'tweet_count': 2878, 'listed_count': 0}",False,1031len,False,,,
12460632,うるし作家。敵無し不可能も無し,,,マサコタイフーン,https://pbs.twimg.com/profile_images/2559307780/cvkl7s3gwowp6xbi6d1f_normal.jpeg,"{'followers_count': 445, 'following_count': 188, 'tweet_count': 98662, 'listed_count': 26}",False,masacomix,False,NIPPON　Kioto,1448963957595643907,
15253617,📱💻🐼🍚⛺️🇫🇮 / AtCoder 🎋 / CodeForces ❄️,,https://t.co/0NcYnPSlhc,nopᓍpon,https://pbs.twimg.com/profile_images/1490689348437966852/sM9tHiqK_normal.png,"{'followers_count': 1197, 'following_count': 827, 'tweet_count': 35139, 'listed_count': 21}",False,nopopon,False,"Helsinki, Finland",1477321734185529345,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0NcYnPSlhc', 'expanded_url': 'https://linktr.ee/nopopon', 'display_url': 'linktr.ee/nopopon'}]}}"
1451102042,Hub manager,,,İsmail ÇETİN💧,https://pbs.twimg.com/profile_images/3698246161/73087165f5062b8fccba59db28f61d6a_normal.jpeg,"{'followers_count': 103, 'following_count': 150, 'tweet_count': 229, 'listed_count': 0}",False,ctn_isml,False,"Konya, Türkiye",,
921641143066091520,#GGMU #MUFC We move🔴,,,Baracheart Omobola,https://pbs.twimg.com/profile_images/1425768815472910340/EQfJI570_normal.jpg,"{'followers_count': 100, 'following_count': 233, 'tweet_count': 350, 'listed_count': 0}",False,baracheart,False,,,"{'description': {'hashtags': [{'start': 0, 'end': 5, 'tag': 'GGMU'}, {'start': 6, 'end': 11, 'tag': 'MUFC'}]}}"
1323530849854390272,,,,YannisM,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 30, 'following_count': 160, 'tweet_count': 1676, 'listed_count': 1}",False,YannisM20,False,,,
4685229972,,,,tardiflora,https://pbs.twimg.com/profile_images/836962858344845312/12M3Dz8s_normal.jpg,"{'followers_count': 29, 'following_count': 373, 'tweet_count': 1612, 'listed_count': 0}",False,tardiflora,False,Upper Canada,,
1363857817875210240,,,https://t.co/8wnHiJ5nSs,Cihat,https://pbs.twimg.com/profile_images/1521668077687128065/jdsQo82l_normal.jpg,"{'followers_count': 31, 'following_count': 954, 'tweet_count': 1152, 'listed_count': 1}",False,cihatyasarlar1,False,"İstanbul, Türkiye",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8wnHiJ5nSs', 'expanded_url': 'http://www.navegayrimenkul.com', 'display_url': 'navegayrimenkul.com'}]}}"
1065008252830785542,"Theatre and jokes about poop 
Come see my show! https://t.co/YrR63JK8NW
He/him",,,Ross,https://pbs.twimg.com/profile_images/1476719000759541770/8oyGi15x_normal.jpg,"{'followers_count': 388, 'following_count': 773, 'tweet_count': 2825, 'listed_count': 3}",False,rocaffrey,False,"Manchester, England",1511320720000831495,"{'description': {'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/YrR63JK8NW', 'expanded_url': 'https://contactmcr.com/shows/works-ahead-2022/', 'display_url': 'contactmcr.com/shows/works-ah…'}]}}"
1041083018524340224,@bu_bmc_rheum | @rheum_covid @spartan_updates @official_asas | @UWRheum @UWEpidemiology 2020 | @OHSUIMres 2017 | @UTMBhealth 2014 | @UTAustin 2010,,https://t.co/okLcK8j6y5,Rheum Cat,https://pbs.twimg.com/profile_images/1041100039194435585/DFxzgOnw_normal.jpg,"{'followers_count': 4946, 'following_count': 706, 'tweet_count': 39848, 'listed_count': 38}",False,rheum_cat,False,Boston,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/okLcK8j6y5', 'expanded_url': 'http://profiles.bu.edu/Jean.Liew', 'display_url': 'profiles.bu.edu/Jean.Liew'}]}, 'description': {'mentions': [{'start': 0, 'end': 13, 'username': 'bu_bmc_rheum'}, {'start': 16, 'end': 28, 'username': 'rheum_covid'}, {'start': 29, 'end': 45, 'username': 'spartan_updates'}, {'start': 46, 'end': 60, 'username': 'official_asas'}, {'start': 63, 'end': 71, 'username': 'UWRheum'}, {'start': 72, 'end': 87, 'username': 'UWEpidemiology'}, {'start': 95, 'end': 105, 'username': 'OHSUIMres'}, {'start': 113, 'end': 124, 'username': 'UTMBhealth'}, {'start': 132, 'end': 141, 'username': 'UTAustin'}]}}"
389379471,Opinions are my own. Likes are not an endorsement.,,,Dave N,https://pbs.twimg.com/profile_images/2558332676/image_normal.jpg,"{'followers_count': 56, 'following_count': 338, 'tweet_count': 822, 'listed_count': 1}",False,daven723,False,"Illawarra, Australia",,
166593151,"📸photographer, 🚐vanlife since 2018, ☕️coffee lover, ⚛️enneagram 1w2 // I tweet about 🍎Apple, 🏛politics, and 🆒random cool stuff",,https://t.co/Dx5fsvXs2J,zed,https://pbs.twimg.com/profile_images/1198288476933967873/2dXZENzI_normal.jpg,"{'followers_count': 666, 'following_count': 646, 'tweet_count': 22814, 'listed_count': 46}",False,zed1291,False,Brooklyn,1214589624091365382,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Dx5fsvXs2J', 'expanded_url': 'http://ZEDimages.com', 'display_url': 'ZEDimages.com'}]}}"
1253957324776996864,"PokemonGO
Team Mystic
主にポケモン関連でツイートしています。
気が向いたときにフレンド募集あるかもです😊
気まぐれで絵も描いています
（娘→絵師、自分→画伯、と覚えると良き）
ここ暫く🐟多め（ノホ事件後から現在に至る）
現在メダカ（黒1）飼育中。
#むてリスアクアリウム部",,,kirlia_go🐏きるりあ,https://pbs.twimg.com/profile_images/1520523631075672065/7zmIv7r3_normal.jpg,"{'followers_count': 150, 'following_count': 151, 'tweet_count': 11495, 'listed_count': 5}",False,GoKirlia,False,マサラタウンの近くの茂み,1506969628438065155,"{'description': {'hashtags': [{'start': 135, 'end': 147, 'tag': 'むてリスアクアリウム部'}]}}"
39808163,"#OrmanMühendisi 
#Teknoloji 
#DoğaKoruma 
Her zaman doğadan , doğrudan taraf.",,https://t.co/Xg58n3au6W,İsmail DAĞLI✳️,https://pbs.twimg.com/profile_images/1521124136780808194/rBpg3XND_normal.jpg,"{'followers_count': 479, 'following_count': 337, 'tweet_count': 9916, 'listed_count': 6}",False,idagli,False,Türkiye,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Xg58n3au6W', 'expanded_url': 'http://idagli.blogspot.com', 'display_url': 'idagli.blogspot.com'}]}, 'description': {'hashtags': [{'start': 0, 'end': 15, 'tag': 'OrmanMühendisi'}, {'start': 17, 'end': 27, 'tag': 'Teknoloji'}, {'start': 29, 'end': 40, 'tag': 'DoğaKoruma'}]}}"
396766037,"Man of the world with some interest in politics, economics, science, history, photography.
NO AGENDA...",,,misterK,https://pbs.twimg.com/profile_images/1282977852535832576/Lt2GPbVV_normal.jpg,"{'followers_count': 17, 'following_count': 504, 'tweet_count': 845, 'listed_count': 0}",False,misterKhB,False,"London, England",,
1395080026140418048,"i love strawberry, berry, berry, berry ~

OT7 ~",,,lovely⁷ IS SO READY FOR 6.10,https://pbs.twimg.com/profile_images/1510297724549218316/WDbK93b4_normal.jpg,"{'followers_count': 37, 'following_count': 175, 'tweet_count': 6165, 'listed_count': 0}",False,lovelymintje,False,moon,,
1885245320,"Reparador de PC, Hincha de River.",,,Soy Keto,https://pbs.twimg.com/profile_images/1486460077833961472/C4TQu8w1_normal.jpg,"{'followers_count': 353, 'following_count': 811, 'tweet_count': 721, 'listed_count': 0}",False,soy_Keto,False,San Genaro - Santa Fe,,
92864831,,,,cemil şenses,https://pbs.twimg.com/profile_images/1385926795854295041/cP7vcxDG_normal.jpg,"{'followers_count': 44, 'following_count': 132, 'tweet_count': 279, 'listed_count': 0}",False,cemilsenses,False,"Bursa, Türkiye",,
93662450,音ゲーエンジョイ勢。クリアラーではないだけのエセスコアラー2P中伝72%。99474986。IIDX/katsuode/数学/ルービックキューブ/Lobotomy Corporation/HONNE/Splatoon2/BMS/麻雀/フラジャイル/チ。/ブルーピリオド/呪術廻戦/Op./官能先生,,,ぜふ,https://pbs.twimg.com/profile_images/848191116151201792/duw5Ns4W_normal.jpg,"{'followers_count': 581, 'following_count': 642, 'tweet_count': 158878, 'listed_count': 40}",False,Zephet,False,東京,817913910246326272,
37888575,"◆雑多に話す◆創作、ポケ擬。他はTRPG(CoC)やその時のハマりもの等、日常から妄想まで◆壁打ちが多い◆版権・二次創作@hisuyananiji
◆各詳細（一読推薦）：https://t.co/CdTouHcuFe",,https://t.co/dfD5ZjIYNP,ヒスヤナ,https://pbs.twimg.com/profile_images/1497538510181773312/9BrqnNgm_normal.jpg,"{'followers_count': 226, 'following_count': 290, 'tweet_count': 144231, 'listed_count': 17}",False,hisuyana,False,_(-ω-_[ 布団 ］,1322751327240216576,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dfD5ZjIYNP', 'expanded_url': 'http://hsyn.hiho.jp/', 'display_url': 'hsyn.hiho.jp'}]}, 'description': {'urls': [{'start': 85, 'end': 108, 'url': 'https://t.co/CdTouHcuFe', 'expanded_url': 'https://profcard.info/u/PVrXczif8GNsEr1o4z2FK3lrB9K2', 'display_url': 'profcard.info/u/PVrXczif8GNs…'}], 'mentions': [{'start': 60, 'end': 73, 'username': 'hisuyananiji'}]}}"
2205208611,,,,Seda Gürayman Candabakoğlu,https://pbs.twimg.com/profile_images/1250916565748461570/af5gqrsY_normal.jpg,"{'followers_count': 178, 'following_count': 331, 'tweet_count': 3079, 'listed_count': 0}",False,sdcnd70,False,İstanbul - Bodrum ,1423940949323960321,
1451694189943611392,,,,Yodalı💚,https://pbs.twimg.com/profile_images/1514997023845535745/qXzMxKSN_normal.jpg,"{'followers_count': 4, 'following_count': 107, 'tweet_count': 159, 'listed_count': 1}",False,birdeliyoda,False,,,
20106427,Writer. High-functioning bogan.,,,worldwidewebster,https://pbs.twimg.com/profile_images/1484848572445392897/VzhfyTZC_normal.jpg,"{'followers_count': 1544, 'following_count': 1110, 'tweet_count': 11442, 'listed_count': 26}",False,DiWebster,False,Sydney,1509465165443465222,
138773639,"きょうのおうまさんです。（https://t.co/BE8UyVg1aT）
PS4版ボーダーブレイク絶賛稼働中。
 例のアレ→mylist/45985841 月刊マグメル→mylist/28379656",,https://t.co/UuY1xY7MFh,悶絶 ／ 御城トレーナーおじさん,https://pbs.twimg.com/profile_images/2243252083/_____________-IC_-2_normal.gif,"{'followers_count': 1945, 'following_count': 1634, 'tweet_count': 149642, 'listed_count': 0}",False,menjue,False,東京都,1423879762066305028,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UuY1xY7MFh', 'expanded_url': 'https://www.amazon.jp/hz/wishlist/ls/YAYF90DA8FCF?ref_=wl_share', 'display_url': 'amazon.jp/hz/wishlist/ls…'}]}, 'description': {'urls': [{'start': 13, 'end': 36, 'url': 'https://t.co/BE8UyVg1aT', 'expanded_url': 'https://twitter.com/i/events/1492763111333724168', 'display_url': 'twitter.com/i/events/14927…'}]}}"
20765814,アイカツおじさん https://t.co/sd1QyLkSkx |東方DJ[13/7/28-]|お絵描き[12/2/5-] https://t.co/2C1KNuJVp3 |アニメ＆ゲーム好きで、人見知りな♂。東方厨。小野塚のこまっちゃんはいつも側にいて欲しい存在。アイコン by @wttn3,,https://t.co/Tw2aI0zrQS,ふぐちゃん。にゃね♪🕒▶️🍿🌂,https://pbs.twimg.com/profile_images/1082297299848519681/12qPVOCN_normal.jpg,"{'followers_count': 2871, 'following_count': 3918, 'tweet_count': 317246, 'listed_count': 0}",False,hugta,False,心はいつでも幻想郷,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Tw2aI0zrQS', 'expanded_url': 'http://hugta.jimdo.com', 'display_url': 'hugta.jimdo.com'}]}, 'description': {'urls': [{'start': 9, 'end': 32, 'url': 'https://t.co/sd1QyLkSkx', 'expanded_url': 'http://bit.ly/nyanekatsustars', 'display_url': 'bit.ly/nyanekatsustars'}, {'start': 63, 'end': 86, 'url': 'https://t.co/2C1KNuJVp3', 'expanded_url': 'http://pixiv.me/hugta', 'display_url': 'pixiv.me/hugta'}], 'mentions': [{'start': 142, 'end': 148, 'username': 'wttn3'}]}}"
495020362,,,,denny doc,https://pbs.twimg.com/profile_images/1435000502320762881/kIrxW2KK_normal.jpg,"{'followers_count': 1012, 'following_count': 1770, 'tweet_count': 19643, 'listed_count': 2}",False,DDoc67,False,Glasgow,,
21433483,cast member #MexicanDynasties @bravo https://t.co/iMzqDHbBM4…,,,Doris Dorenbaum,https://pbs.twimg.com/profile_images/1517621182220017665/GxkL0E14_normal.jpg,"{'followers_count': 3847, 'following_count': 2598, 'tweet_count': 16216, 'listed_count': 14}",True,DorisBessudo,False,LA/MEX,1421639998520971268,"{'description': {'urls': [{'start': 37, 'end': 60, 'url': 'https://t.co/iMzqDHbBM4', 'expanded_url': 'http://instagram.com/mexicandynasti', 'display_url': 'instagram.com/mexicandynasti'}], 'hashtags': [{'start': 12, 'end': 29, 'tag': 'MexicanDynasties'}], 'mentions': [{'start': 30, 'end': 36, 'username': 'bravo'}]}}"
3242488482,TX MS #librarian | Secondary #GT Coor. | Secondary #PBL Trainer | #MaverickList 🪑 21-23 | #edtech | Apple-Google Trainer | IG: @thenextgenlibrarian she/her,,https://t.co/jdkVMTF3Jw,Amanda Hunt ,https://pbs.twimg.com/profile_images/1461682560421941248/wOlSYZG0_normal.png,"{'followers_count': 4412, 'following_count': 5000, 'tweet_count': 13329, 'listed_count': 275}",False,thenextgenlib,False,"New Braunfels, TX",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jdkVMTF3Jw', 'expanded_url': 'https://bit.ly/biolinkthenextgenlibrarian', 'display_url': 'bit.ly/biolinkthenext…'}]}, 'description': {'hashtags': [{'start': 6, 'end': 16, 'tag': 'librarian'}, {'start': 29, 'end': 32, 'tag': 'GT'}, {'start': 51, 'end': 55, 'tag': 'PBL'}, {'start': 66, 'end': 79, 'tag': 'MaverickList'}, {'start': 90, 'end': 97, 'tag': 'edtech'}], 'mentions': [{'start': 127, 'end': 147, 'username': 'thenextgenlibrarian'}]}}"
613901052,"Gamer, Foodie, Trench Juggernaut, COZY BOI. Toronto man dem.",,,Big Poppa Pump,https://pbs.twimg.com/profile_images/1515766049668575241/lpPfOMSR_normal.jpg,"{'followers_count': 121, 'following_count': 227, 'tweet_count': 15947, 'listed_count': 5}",False,ElectroBaron,False,Your mothers patio,1262842507035058178,
3312174693,,,,Crn,https://pbs.twimg.com/profile_images/1435737287686557699/kOxs4Gh5_normal.jpg,"{'followers_count': 28, 'following_count': 180, 'tweet_count': 318, 'listed_count': 0}",False,ceremonijia,False,,1435733815419408391,
2822598692,AF Vet. Catholic-turned atheist. Using taxes 4 religious institutions=forced tithing. Church/state must remain separate. Applying for #DualItalianCitizenship,,https://t.co/b8G7goJuxb,Laura Rich 🇮🇹 🇩🇪 🇫🇷 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇺🇦🌻,https://pbs.twimg.com/profile_images/1006717814567137285/0R6-qzPS_normal.jpg,"{'followers_count': 4047, 'following_count': 4998, 'tweet_count': 227363, 'listed_count': 3}",False,TryChick,False,,1448300547086462986,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/b8G7goJuxb', 'expanded_url': 'http://vote.gov', 'display_url': 'vote.gov'}]}, 'description': {'hashtags': [{'start': 134, 'end': 157, 'tag': 'DualItalianCitizenship'}]}}"
331294754,There'll be great days come yet | #FreePalestine | Je ne trouverais pas de l'eau au lac Léman | #EndDirectProvision  | #BLM | he/him | Mon the Hoops 🍀| SUAF 🏉,,,Andy O'G,https://pbs.twimg.com/profile_images/1509979842657329154/9wvL8YHq_normal.jpg,"{'followers_count': 326, 'following_count': 1406, 'tweet_count': 6037, 'listed_count': 1}",False,KellConnery,False,"Limerick, Ireland",1334566441543196674,"{'description': {'hashtags': [{'start': 34, 'end': 48, 'tag': 'FreePalestine'}, {'start': 96, 'end': 115, 'tag': 'EndDirectProvision'}, {'start': 119, 'end': 123, 'tag': 'BLM'}]}}"
33971807,The visual depiction of untreated mental illness. (Anthropologist) 💚 She/They // Ella/Elle🥸 neurodivergent bby (not a girl),,https://t.co/nqh4uuO30c,Fa (derogatory),https://pbs.twimg.com/profile_images/971422409210384384/TCsYEhSl_normal.jpg,"{'followers_count': 259, 'following_count': 452, 'tweet_count': 53702, 'listed_count': 11}",False,nowhere_fa,False,,1105842116368969728,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nqh4uuO30c', 'expanded_url': 'http://nowherefa.tumblr.com/', 'display_url': 'nowherefa.tumblr.com'}]}}"
3174188639,"Ja cjeli život sanjam kako odlazim niz rjeku starim parobrodom koji vozi sol, i da nosim jednu staru nikad prežaljenu ljubav, tanku dugačku cig... Da sam Šejn",,,Milinković Aleksandar,https://pbs.twimg.com/profile_images/729403912055361536/h4v_Iik7_normal.jpg,"{'followers_count': 15, 'following_count': 28, 'tweet_count': 533, 'listed_count': 0}",False,goa_coa,False,"Belgrade, Republic of Serbia",,
38532562,"we can agree to disagree, but if you get disrespectful, you will be read and blocked.",,https://t.co/IMhnwu3tsT,👑👑👑,https://pbs.twimg.com/profile_images/1504923547789049866/x4_X9WmE_normal.jpg,"{'followers_count': 1482, 'following_count': 1476, 'tweet_count': 34528, 'listed_count': 6}",False,KingDariuss_,False,"Atlanta, Georgia",1468028010637021187,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IMhnwu3tsT', 'expanded_url': 'http://www.DariusJamal.com', 'display_url': 'DariusJamal.com'}]}}"
2782624288,,,,Admiral Z.,https://pbs.twimg.com/profile_images/1500903813322100739/06IUjrHW_normal.jpg,"{'followers_count': 59, 'following_count': 110, 'tweet_count': 242, 'listed_count': 0}",False,zzgkaya,False,"Colchester, England",1519009447087063047,
24095772,living at the bottom of a rainbow. tv is life. I love potatoes & Meryl Streep. i like having followers. it makes me feel like a god or something. Hakuna Matata.,,https://t.co/EldxrUakGe,Erica Nealon,https://pbs.twimg.com/profile_images/863589491621212160/MVRuWft6_normal.jpg,"{'followers_count': 1222, 'following_count': 2269, 'tweet_count': 91349, 'listed_count': 0}",False,nealon35,False,"Scranton (yes, the Office)",672483577192386560,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EldxrUakGe', 'expanded_url': 'http://ericalovespotatoes.blogspot.com', 'display_url': 'ericalovespotatoes.blogspot.com'}]}}"
29886553,,,,Brenton Lochert,https://pbs.twimg.com/profile_images/1457195268735078402/Sj_xgSx4_normal.jpg,"{'followers_count': 121, 'following_count': 343, 'tweet_count': 6488, 'listed_count': 1}",False,blochert,False,Melbourne,,
1124633922,"God's own, Radiographer, CFC fan, and more",,,Othy,https://pbs.twimg.com/profile_images/1133401914413060098/sx7q77s4_normal.jpg,"{'followers_count': 360, 'following_count': 491, 'tweet_count': 5900, 'listed_count': 2}",False,ade_othniel,False,"Lagos,Nigeria",,
1056740787302543360,気ままに小説を書いてます( ・∇・)n  執筆の合間に何の役にも立たないこともつぶやいています♪  ＊＊＊ 最新作『成り上がりCEOと偽装結婚～一途な彼に優しく束縛される～』(ill:三枝真弓先生)アマゾナイトノベルズさんから絶賛、配信中♪,,https://t.co/ej5LImBSLD,高中 彰良🌿,https://pbs.twimg.com/profile_images/1452780552579272704/5mK6hBCw_normal.jpg,"{'followers_count': 161, 'following_count': 99, 'tweet_count': 17122, 'listed_count': 1}",False,akira_takanaka,False,北関東のどこか,1504318573816455168,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ej5LImBSLD', 'expanded_url': 'https://akiratakanaka.wixsite.com/home', 'display_url': 'akiratakanaka.wixsite.com/home'}]}}"
599191592,Small Income Three Kids（SITKs）| Mt.Rokko hiker | VISSEL KOBE supporter | old VOLVO owner | …,,,yukio,https://pbs.twimg.com/profile_images/1490453820815527937/oqr197xT_normal.jpg,"{'followers_count': 311, 'following_count': 299, 'tweet_count': 18864, 'listed_count': 3}",False,blacklodge_,False,六甲山麓,1197724947671502848,
812586742154829824,,,,COZY,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 8, 'following_count': 86, 'tweet_count': 189, 'listed_count': 0}",False,CozyKoj,False,,,
304658678,Brighton guy,,,chris john,https://pbs.twimg.com/profile_images/1697309753/247135_111078745650899_100002463239117_107759_6651859_n_normal.jpg,"{'followers_count': 12, 'following_count': 173, 'tweet_count': 67, 'listed_count': 1}",False,dcjdials,False,Brighton,,
