,description,id,url,name,profile_image_url,public_metrics,location,verified,username,protected,entities,pinned_tweet_id
61,I don't have dream • I have plan,2325069806,,spbb,https://pbs.twimg.com/profile_images/958725565954969600/DaC1Iy6i_normal.jpg,"{'followers_count': 4, 'following_count': 854, 'tweet_count': 55314, 'listed_count': 0}","Chiang Mai,Thailand",False,boophusit,False,,
62,"LSE 1978-81, Eurobond Trader 81-97, Owner Ginger Pub Co 98-18. Dislike extreme left and right equally !",868583022790144001,,ChrisE,https://pbs.twimg.com/profile_images/1205104363271639041/TUQsR1Ih_normal.png,"{'followers_count': 2038, 'following_count': 2337, 'tweet_count': 47893, 'listed_count': 5}","London, England",False,ChrisE1805,False,,
63,"Still lives in the early 80's Tweets for the many, not the few",270055640,,Martin Forrest,https://pbs.twimg.com/profile_images/3516997584/eea0caa3d0698f3d5916f2bd62e13850_normal.jpeg,"{'followers_count': 104, 'following_count': 131, 'tweet_count': 2344, 'listed_count': 0}",Clowne,False,nitramtserrof,False,,
64,"No sé quién eres pero,probablemente,Pink Floyd mole más que tú.Tengo varias ideas para series y películas, pero no me pagan por pensar.
http://mievasion.wordpre",533280620,https://t.co/H25KT2J7VZ,🏳️‍🌈⃤,https://pbs.twimg.com/profile_images/1342298931376627713/IoMU1GcK_normal.jpg,"{'followers_count': 127, 'following_count': 274, 'tweet_count': 19121, 'listed_count': 1}","Santa Cruz de Tenerife, España",False,MatiasAdducci,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/H25KT2J7VZ', 'expanded_url': 'https://www.instagram.com/matias_adducci/', 'display_url': 'instagram.com/matias_adducci/'}]}}",1209660301232226305
65,"Busy working-mum of three. Teacher, love of dance",294239741,,S Moss,https://pbs.twimg.com/profile_images/1450910726537818114/vKMT5Ejt_normal.jpg,"{'followers_count': 65, 'following_count': 356, 'tweet_count': 4743, 'listed_count': 3}",,False,S_K_Mouse,False,,
66,"TV guy, bunch o kids, comic hobbyist, pie man",808519068688982016,,Tim Burton,https://pbs.twimg.com/profile_images/1490864195256074243/nYs3j0Ki_normal.jpg,"{'followers_count': 34, 'following_count': 215, 'tweet_count': 210, 'listed_count': 0}","Ontario, Canada",False,burtontimsb,False,,
67,creed bratton,1326031307563016192,https://t.co/QFPdVHJmjl,Tobz Shiesty,https://pbs.twimg.com/profile_images/1520860095051141120/Yl_G87Ye_normal.jpg,"{'followers_count': 110, 'following_count': 91, 'tweet_count': 2183, 'listed_count': 1}","Mombasa, Kenya",False,1kennytobiko,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QFPdVHJmjl', 'expanded_url': 'http://44footballtakes.wordpress.com', 'display_url': '44footballtakes.wordpress.com'}]}}",
68,"💙Enjoying life, taking nothing for granted. Batley, West Yorkshire.💙",489207035,,💙Rita Hanson😁,https://pbs.twimg.com/profile_images/1507480813037838338/CO9rrp2I_normal.jpg,"{'followers_count': 212, 'following_count': 214, 'tweet_count': 23763, 'listed_count': 11}",,False,ritahanson54,False,,
69,"🌱ESP-ENG | A veces dibujo cosas🌱
💕PP: @andy_gei | Match: @DanGamer111 💕
✨2nd acc: @afkiwill✨",2369242634,https://t.co/LS7TH1EAoM,🌻Laura🌻,https://pbs.twimg.com/profile_images/1476052699493904385/qb6pxh6A_normal.jpg,"{'followers_count': 6989, 'following_count': 1968, 'tweet_count': 82486, 'listed_count': 21}",Spain|She/Her|Demi🖤🤍💜,False,Laujita_,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LS7TH1EAoM', 'expanded_url': 'https://www.artstation.com/afkiwill', 'display_url': 'artstation.com/afkiwill'}]}, 'description': {'mentions': [{'start': 38, 'end': 47, 'username': 'andy_gei'}, {'start': 57, 'end': 69, 'username': 'DanGamer111'}, {'start': 82, 'end': 91, 'username': 'afkiwill'}]}}",1508872080875524101
70,Strategic Business Guide. Hidden Talent: Can cook minute rice in 58 seconds. ERAU Alum.  https://t.co/lD0T7hSIGK,759078155650871298,https://t.co/yeL9ug2VUZ,Ryan Howe,https://pbs.twimg.com/profile_images/1492204596684546057/zAQ5TmG7_normal.jpg,"{'followers_count': 419, 'following_count': 233, 'tweet_count': 9852, 'listed_count': 7}","Old Orchard Beach, ME",False,morupside,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yeL9ug2VUZ', 'expanded_url': 'https://www.summitbusinessguides.com', 'display_url': 'summitbusinessguides.com'}]}, 'description': {'urls': [{'start': 89, 'end': 112, 'url': 'https://t.co/lD0T7hSIGK', 'expanded_url': 'https://www.linkedin.com/in/ryanjhowesbg/', 'display_url': 'linkedin.com/in/ryanjhowesb…'}]}}",
71,"Scientist: cell, molecular, systems, and synthetic biology",37626771,https://t.co/qgBKWEmiTc,Chieh Hsu,https://pbs.twimg.com/profile_images/1374482623897071618/OTcBnUnS_normal.jpg,"{'followers_count': 164, 'following_count': 223, 'tweet_count': 164, 'listed_count': 2}",Belfast,False,chieh_,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qgBKWEmiTc', 'expanded_url': 'http://chiehhsu.uk', 'display_url': 'chiehhsu.uk'}]}}",
72,"DHT in Wolverhampton. 28 years teaching. Part time Yr6 teacher. Owner of 3 cats, Rock Choir member and trying to be a runner.",226703070,,Julie B,https://pbs.twimg.com/profile_images/1517636079498711041/8inuNwXz_normal.jpg,"{'followers_count': 1383, 'following_count': 2061, 'tweet_count': 2433, 'listed_count': 9}","Cannock, England",False,julie0508bond,False,,
73,,950754455573749762,,José Pineda,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 2, 'following_count': 62, 'tweet_count': 270, 'listed_count': 0}",,False,JosPine65102514,False,,
74,Grass? Never heared of it,1393918311054839811,,Sleepy,https://pbs.twimg.com/profile_images/1518226460351385601/cgOXIrdW_normal.jpg,"{'followers_count': 25, 'following_count': 333, 'tweet_count': 1345, 'listed_count': 1}",E,False,SleepyCat256,False,,1507426718927273985
75,物語が好きな、アラフィフ通信大学生。1級販売士。AFP。 興味あるのはゲーム実況、イラスト、漫画、お能。月1回ほどブログ更新。好きなことや、モヤっとしたことをツイートしたり、法律の勉強をゆるゆるしています。KUAは去年、アートライティングコースを卒業しました。,106762999,https://t.co/0GO1qPDMQU,池乃まれお,https://pbs.twimg.com/profile_images/790804142/tako_normal.gif,"{'followers_count': 93, 'following_count': 215, 'tweet_count': 622, 'listed_count': 1}",長居,False,gizjig,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0GO1qPDMQU', 'expanded_url': 'http://mono-digital.net', 'display_url': 'mono-digital.net'}]}}",
76,,1357789712170237952,,carmenn♡,https://pbs.twimg.com/profile_images/1515813519253454859/GCarfhCI_normal.jpg,"{'followers_count': 17, 'following_count': 46, 'tweet_count': 225, 'listed_count': 0}",,False,carmenn_alvrz,False,,
77,Artist / currently working with @themille17 / part of @rendezvousCIC current project #wfsweetharmony / sometimes found @aldgate_press,46061716,https://t.co/V1Jd82iz7R,Lucy Harrison,https://pbs.twimg.com/profile_images/829079670100471808/3918IYGA_normal.jpg,"{'followers_count': 1434, 'following_count': 1111, 'tweet_count': 13783, 'listed_count': 47}",London,False,lucyhharrison,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/V1Jd82iz7R', 'expanded_url': 'https://linktr.ee/lucyhharrison', 'display_url': 'linktr.ee/lucyhharrison'}]}, 'description': {'hashtags': [{'start': 85, 'end': 100, 'tag': 'wfsweetharmony'}], 'mentions': [{'start': 32, 'end': 43, 'username': 'themille17'}, {'start': 54, 'end': 68, 'username': 'rendezvousCIC'}, {'start': 119, 'end': 133, 'username': 'aldgate_press'}]}}",
78,,3033591185,,Pestre,https://pbs.twimg.com/profile_images/752211285979328513/BWh1K-Fo_normal.jpg,"{'followers_count': 110, 'following_count': 131, 'tweet_count': 6026, 'listed_count': 1}",,False,pestre001,False,,
79,"Cuando hablas, sólo repites lo que ya sabes; pero cuando escuchas, quizás aprendas algo totalmente nuevo.",1118651852118286336,,Oscar,https://pbs.twimg.com/profile_images/1119589100410101760/N4fdsRPP_normal.jpg,"{'followers_count': 25, 'following_count': 128, 'tweet_count': 1021, 'listed_count': 1}","Ponferrada, Spain",False,kruchi27,False,,
80,"UK based Film Editor, Composer and Musician. For music see https://t.co/U4seZJgQAD",20474591,https://t.co/cmQTbSNOrD,David Tregoning,https://pbs.twimg.com/profile_images/1338459218609893378/VEVGW1W-_normal.jpg,"{'followers_count': 202, 'following_count': 739, 'tweet_count': 4445, 'listed_count': 10}",London,False,dave_malevolus,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cmQTbSNOrD', 'expanded_url': 'http://www.davidtregoning.co.uk', 'display_url': 'davidtregoning.co.uk'}]}, 'description': {'urls': [{'start': 59, 'end': 82, 'url': 'https://t.co/U4seZJgQAD', 'expanded_url': 'https://www.youtube.com/c/DavidTregoning', 'display_url': 'youtube.com/c/DavidTregoni…'}]}}",
81,bukan dukun biasa,154575367,,Mbak Pocchi in your area!,https://pbs.twimg.com/profile_images/1489604224451497986/7mM2Kwgk_normal.jpg,"{'followers_count': 359, 'following_count': 203, 'tweet_count': 48651, 'listed_count': 2}",sebut namaku tiga kali,False,amepocchi,False,,
82,Periodista científico y escritor. Autor de “Algo nuevo en los cielos” (Ed. Crítica). Tengo una newsletter y sé cómo usarla. https://t.co/ncnOYpaAE7,10274252,https://t.co/XHjvAMZBe5,Antonio Martínez Ron,https://pbs.twimg.com/profile_images/1515405820397297676/wVFb5_YX_normal.jpg,"{'followers_count': 102748, 'following_count': 1466, 'tweet_count': 138289, 'listed_count': 2995}",Madrid (España),True,aberron,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XHjvAMZBe5', 'expanded_url': 'https://es.wikipedia.org/wiki/Antonio_Mart%C3%ADnez_Ron', 'display_url': 'es.wikipedia.org/wiki/Antonio_M…'}]}, 'description': {'urls': [{'start': 124, 'end': 147, 'url': 'https://t.co/ncnOYpaAE7', 'expanded_url': 'https://aberron.substack.com/', 'display_url': 'aberron.substack.com'}]}}",1509602214242922498
83,,1456916201515388930,,Fernando PD,https://pbs.twimg.com/profile_images/1457412878231867394/XHMuO5VW_normal.jpg,"{'followers_count': 0, 'following_count': 56, 'tweet_count': 374, 'listed_count': 0}",,False,FernP_D,False,,
84,ヲタク/成人済社畜/パズルおじさん,1459853858281500672,,おなかPP@雑多,https://pbs.twimg.com/profile_images/1516001803758088196/ZJsuPvbW_normal.jpg,"{'followers_count': 0, 'following_count': 74, 'tweet_count': 265, 'listed_count': 0}",,False,Onaka_PP_1999,False,,1521138289318952960
85,HoI4 マイクラ　やってます,1384202782400421905,,kasi-oisi,https://pbs.twimg.com/profile_images/1506858464811061252/v0Lnh5x4_normal.jpg,"{'followers_count': 1, 'following_count': 27, 'tweet_count': 48, 'listed_count': 0}",,False,OisiKasi,False,,
86,"Cartoon, gaming fan. 18. He/They. Bi 🏳️‍🌈. Furry: (Wan-Chan🦮& Tori🦜) I like to make digital art! Banner @beckkubrick, pfp @DaisyPinkPaws Reviews: @WITA_S225",967162846470639618,https://t.co/0b37IJnUB0,S225,https://pbs.twimg.com/profile_images/1459848793164288003/Flt2U6rB_normal.jpg,"{'followers_count': 353, 'following_count': 990, 'tweet_count': 28510, 'listed_count': 3}",Land of OOO(UK),False,SR_S225,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0b37IJnUB0', 'expanded_url': 'https://ko-fi.com/wanchantori225', 'display_url': 'ko-fi.com/wanchantori225'}]}, 'description': {'mentions': [{'start': 104, 'end': 116, 'username': 'beckkubrick'}, {'start': 122, 'end': 136, 'username': 'DaisyPinkPaws'}, {'start': 146, 'end': 156, 'username': 'WITA_S225'}]}}",1513137021342134279
87,19 | UK | he/him | HHT/🦄,1259980654504222720,,zain🧃😁,https://pbs.twimg.com/profile_images/1519003677046063111/N4n3PBLJ_normal.jpg,"{'followers_count': 5509, 'following_count': 5658, 'tweet_count': 18019, 'listed_count': 19}",nicki+cupcakke+kevin+tyoFollow,False,PUTZAINONIT,False,,1483860630910214145
88,"Raul Fain Binda. Opino en BBC Mundo. Escucho ideas razonables en deporte, política, literatura y otras cosas sin importancia. Mi avatar es de L.S. Lowry",1396879580,https://t.co/PaLEXXbgWZ,BlogDeLalo,https://pbs.twimg.com/profile_images/3622491033/186abbad9203015f57c514d39dffd1d4_normal.jpeg,"{'followers_count': 2584, 'following_count': 692, 'tweet_count': 10492, 'listed_count': 59}",Londres,False,BlogdeLalo,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PaLEXXbgWZ', 'expanded_url': 'http://www.bbc.co.uk/mundo/temas/blog_de_lalo/', 'display_url': 'bbc.co.uk/mundo/temas/bl…'}]}}",1239636375479160835
89,,1251438948,,Clare Hancock,https://pbs.twimg.com/profile_images/1385713702037508102/rChx48lk_normal.jpg,"{'followers_count': 102, 'following_count': 63, 'tweet_count': 2457, 'listed_count': 1}","Buxton, Derbyshire",False,chancockuk,False,,1412845539201269762
90,"Retired Mom of 3, Grandma of 7, LGBT, Nature,❤, 👵✌🌊🌊🌊🌈🏳️‍🌈🇺🇸🌎🐾🔬🧪 
Proud U.S. Army Gma 🪖
#BlackLivesMatter 
#RainbowMilitia
#IStandWithUkraine",3041241268,,Benah Podvojski,https://pbs.twimg.com/profile_images/1498334557749264390/I6azuexK_normal.jpg,"{'followers_count': 140, 'following_count': 572, 'tweet_count': 4764, 'listed_count': 1}","Lansing, MI",False,leahcronk1024,False,"{'description': {'hashtags': [{'start': 88, 'end': 105, 'tag': 'BlackLivesMatter'}, {'start': 107, 'end': 122, 'tag': 'RainbowMilitia'}, {'start': 123, 'end': 141, 'tag': 'IStandWithUkraine'}]}}",1521617081904635905
91,,65091766,,Halvy 🇺🇸,https://pbs.twimg.com/profile_images/3764711551/0dbc2c11b647b90776554d6b59a65107_normal.jpeg,"{'followers_count': 68, 'following_count': 150, 'tweet_count': 1707, 'listed_count': 0}",,False,_Halvy_,False,,
92,,1401231307351412741,,Sarmie,https://pbs.twimg.com/profile_images/1462649503878635524/fkMaIRHH_normal.jpg,"{'followers_count': 93, 'following_count': 254, 'tweet_count': 844, 'listed_count': 0}",,False,areyewokay,False,,
93,"Father of two great sons; Youth Football Coach; #ITFC fan born in Wimbledon. Sports lover, enjoy travelling, quizzes, movies & music. #Patriots #Essex #England",351806152,,Steve Lewis,https://pbs.twimg.com/profile_images/1516353736632852485/-B_HGVgB_normal.jpg,"{'followers_count': 2049, 'following_count': 1884, 'tweet_count': 115013, 'listed_count': 36}",Ipswich,False,lewyitfc,False,"{'description': {'hashtags': [{'start': 48, 'end': 53, 'tag': 'ITFC'}, {'start': 134, 'end': 143, 'tag': 'Patriots'}, {'start': 144, 'end': 150, 'tag': 'Essex'}, {'start': 151, 'end': 159, 'tag': 'England'}]}}",
94,I've got an English Degree I barely use and a lot of free time at work so expect a bunch of  retweets and too many thoughts about wrestling. He/Him,257764058,https://t.co/9ld5LtAjZq,Kevin George,https://pbs.twimg.com/profile_images/1321279347202940934/nRaXX-ES_normal.jpg,"{'followers_count': 139, 'following_count': 401, 'tweet_count': 32124, 'listed_count': 7}","Port Charlotte, FL",False,magell2,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9ld5LtAjZq', 'expanded_url': 'http://www.youtube.com/user/magell24?feature=mhee', 'display_url': 'youtube.com/user/magell24?…'}]}}",1503183266416939014
95,"I used to want to stream but now I'm just too tired. 
Banner: https://t.co/80KHvKRtQX

twitch: https://t.co/N2g8KKY2lR",778922840867401728,https://t.co/N2g8KKY2lR,Aphren,https://pbs.twimg.com/profile_images/1476217382834216971/gTXi7cse_normal.jpg,"{'followers_count': 198, 'following_count': 393, 'tweet_count': 17368, 'listed_count': 4}",United States,False,aphrenwatch,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/N2g8KKY2lR', 'expanded_url': 'http://twitch.tv/aphren', 'display_url': 'twitch.tv/aphren'}]}, 'description': {'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/80KHvKRtQX', 'expanded_url': 'https://lofirecords.com/pages/lofigirl-generator', 'display_url': 'lofirecords.com/pages/lofigirl…'}, {'start': 95, 'end': 118, 'url': 'https://t.co/N2g8KKY2lR', 'expanded_url': 'http://twitch.tv/aphren', 'display_url': 'twitch.tv/aphren'}]}}",1410653000247480322
96,"Sarcasm is life. “There is freedom of speech, but I cannot guarantee freedom after speech” -Idi Amin #Islam #Medicine #Humanism #Arsenal",63455353,,OMOAJE,https://pbs.twimg.com/profile_images/1477968535678824449/RdOw1gr7_normal.jpg,"{'followers_count': 2264, 'following_count': 956, 'tweet_count': 178596, 'listed_count': 17}",Tundun's Mind ,False,sar_GENT,False,"{'description': {'hashtags': [{'start': 101, 'end': 107, 'tag': 'Islam'}, {'start': 108, 'end': 117, 'tag': 'Medicine'}, {'start': 118, 'end': 127, 'tag': 'Humanism'}, {'start': 128, 'end': 136, 'tag': 'Arsenal'}]}}",1510406916253655040
97,🍬🐂🌹🍀🍋 Roberto Martinez enthusiast. Don’t like Ian Bell. Had a Big Mac. Opinions are my own (except when someone says something wittier than me),20303921,,Ricey,https://pbs.twimg.com/profile_images/1507326426386771972/QhYcpjpt_normal.jpg,"{'followers_count': 1633, 'following_count': 2046, 'tweet_count': 62321, 'listed_count': 15}",7.1 miles from home,False,Riceyyy,False,,
98,"“I wasn’t so fierce. But, but I am now” - Mariska Hargitay",1132548049937534976,https://t.co/SPj1zaA4yC,Sam ✨,https://pbs.twimg.com/profile_images/1505451745744412676/tMB31HKD_normal.jpg,"{'followers_count': 449, 'following_count': 659, 'tweet_count': 11229, 'listed_count': 4}",South Africa,False,chxstainiac2,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SPj1zaA4yC', 'expanded_url': 'https://give.twloha.com/team/211788', 'display_url': 'give.twloha.com/team/211788'}]}}",1136256722333503488
15291287,'I move like it's Po' Po' behind me' - @lloydbanks #blacklivesmatter 🇦🇪🇵🇰🇨🇦,,,Umair Sial,https://pbs.twimg.com/profile_images/1310035360878125056/RDbefOfF_normal.png,"{'followers_count': 121, 'following_count': 450, 'tweet_count': 2875, 'listed_count': 5}","Malvern, Toronto",False,3ggi3,False,"{'description': {'hashtags': [{'start': 51, 'end': 68, 'tag': 'blacklivesmatter'}], 'mentions': [{'start': 39, 'end': 50, 'username': 'lloydbanks'}]}}",
