,name,url,protected,profile_image_url,id,username,public_metrics,description,verified,location,entities,pinned_tweet_id
1368288018721730560,塵平,https://t.co/rcurEOkzfD,False,https://pbs.twimg.com/profile_images/1509554272760844290/p0RNqk3i_normal.jpg,,JBJBBOMB,"{'followers_count': 152, 'following_count': 136, 'tweet_count': 16150, 'listed_count': 8}","🔰じんべ￤CoC 6/7 と エモクロア 
i➝ でびさん ￤ h➝〆
お別れは B or B解で！",False,プロフカード⤵️新規❌,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rcurEOkzfD', 'expanded_url': 'https://profcard.info/u/a3doeV9JUkSnYWute5j2cg8dFJp1', 'display_url': 'profcard.info/u/a3doeV9JUkSn…'}]}}",1509562620474318856
402826271,Sonia Vázquez Veiga,,False,https://pbs.twimg.com/profile_images/1492091864274685952/quJpMt_D_normal.jpg,,SoniVazquez6,"{'followers_count': 373, 'following_count': 570, 'tweet_count': 14554, 'listed_count': 1}","Son de Goián. Feminista♀️💜 e Enfermeira. Adoro durmir, o café e o chocolate. Orgullosa Culé e Galega ata a Medula.  Enfermeir@s, onde está o suero!?!?",False,Norway,,1362813052060643329
78560756,Feru,,False,https://pbs.twimg.com/profile_images/451364722651062272/if5J3Zpk_normal.jpeg,,Feru54604,"{'followers_count': 2358, 'following_count': 1978, 'tweet_count': 298789, 'listed_count': 177}",嘘をついて 誤魔化したって 心までは騙せない,False,,,1508070415062962180
1004803000471293957,WanderLust,,False,https://pbs.twimg.com/profile_images/1004803834764562432/c0fG8WDi_normal.jpg,,WanderLust_sc,"{'followers_count': 2, 'following_count': 7, 'tweet_count': 267, 'listed_count': 0}",Una desempleada ahora empleada. Soy una version humana de un Jigglypuff enojado,False,Buenos Aires City Region,,
1119044270491439104,そらまめ,https://t.co/HXqn6KCAO2,False,https://pbs.twimg.com/profile_images/1509847853417467905/--NYg2Oq_normal.jpg,,Soramame_mushi,"{'followers_count': 96, 'following_count': 243, 'tweet_count': 2317, 'listed_count': 3}","楽しいことが好き　
イケボ（かどうかは聞く人次第）陽キャ（でもないと思う）タラシ（てるつもりはない）く（そではない）そらまめ手加減できるし夢がある",False,ファミマの近く,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HXqn6KCAO2', 'expanded_url': 'https://www.youtube.com/channel/UCdefDZr-PYssftEunvOlGDA', 'display_url': 'youtube.com/channel/UCdefD…'}]}}",
54868599,ノムラジ,https://t.co/MCW02Z7bHN,False,https://pbs.twimg.com/profile_images/1331514693941219328/OZGY6ZPy_normal.jpg,,nomjic,"{'followers_count': 498, 'following_count': 230, 'tweet_count': 5580, 'listed_count': 11}",UIプロトデザイナー。プロトタイピングに軸足を置きつつUIデザインしてます。プロトタイプ実装までしたいけど最近は機会に恵まれず。,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MCW02Z7bHN', 'expanded_url': 'https://note.mu/gimmickdock', 'display_url': 'note.mu/gimmickdock'}]}}",
143093638,Julie,https://t.co/ckH2Djpbjv,False,https://pbs.twimg.com/profile_images/1139937457640636417/_LLCVllN_normal.jpg,,jiyooong,"{'followers_count': 1513, 'following_count': 617, 'tweet_count': 44758, 'listed_count': 12}",그냥저냥 정신없이 사는 사람/비공개 구독 계정 블언블/말많아요,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ckH2Djpbjv', 'expanded_url': 'https://peing.net/ko/2e4e9865d01a27', 'display_url': 'peing.net/ko/2e4e9865d01…'}]}}",
1267952766,Flavia 💚💚💚,http://t.co/owLU1nIual,False,https://pbs.twimg.com/profile_images/1006675585270276097/oXPXZrWB_normal.jpg,,Fueralokeeee,"{'followers_count': 75, 'following_count': 155, 'tweet_count': 1998, 'listed_count': 0}","Nací, fui, soy, estudiante de comunicación, actriz, murguista, redactora, administrativa, asistente de producción, Madre. Trato de ser lo que amo ser.",False,Buenos Aires,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/owLU1nIual', 'expanded_url': 'http://www.ellapiensademasiado.blogspot.com', 'display_url': 'ellapiensademasiado.blogspot.com'}]}}",
55905370,Ethan Bennett 🌷🌸,https://t.co/cdiViTt8bw,False,https://pbs.twimg.com/profile_images/1291166148327878659/RLZF_7z6_normal.jpg,,EthanB00,"{'followers_count': 628, 'following_count': 2048, 'tweet_count': 15114, 'listed_count': 14}","Work: Senior IT Consultant - I solve your problems

Education: #NatSec+atypical Warfare

Me: #ADHD-haver, Jewish, dorkus, he/him",False,Maryland,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cdiViTt8bw', 'expanded_url': 'http://ethanbennett.io', 'display_url': 'ethanbennett.io'}]}, 'description': {'hashtags': [{'start': 63, 'end': 70, 'tag': 'NatSec'}, {'start': 93, 'end': 98, 'tag': 'ADHD'}]}}",
739131297663094784,た,,False,https://pbs.twimg.com/profile_images/1325556387045236738/JXFDGhmX_normal.jpg,,takuma123whoo12,"{'followers_count': 376, 'following_count': 495, 'tweet_count': 12053, 'listed_count': 2}",でやつ,False,日本 新潟,,
925372050,Tyler Barker,https://t.co/m3XLpE0KBA,False,https://pbs.twimg.com/profile_images/1332335484446642177/SgzJRRjc_normal.jpg,,WXTylerB,"{'followers_count': 2097, 'following_count': 3122, 'tweet_count': 36492, 'listed_count': 47}","Editor-In-Chief for @Lootpress, Meteorologist | UNC-Charlotte Alumni | https://t.co/d18zesSCvd | News & Weather Geek",True,"Beckley, WV","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/m3XLpE0KBA', 'expanded_url': 'http://www.lootpress.com', 'display_url': 'lootpress.com'}]}, 'description': {'urls': [{'start': 71, 'end': 94, 'url': 'https://t.co/d18zesSCvd', 'expanded_url': 'http://lootpress.com', 'display_url': 'lootpress.com'}], 'mentions': [{'start': 20, 'end': 30, 'username': 'Lootpress'}]}}",
1417856183465955331,jumbo_gamer,,False,https://pbs.twimg.com/profile_images/1434908028982022147/G9ImD4ZC_normal.jpg,,gamer_jumbo,"{'followers_count': 1, 'following_count': 17, 'tweet_count': 138, 'listed_count': 0}","ゲーム垢。fgo,teppen,コンパスその他",False,,,
1175215457994854400,月光✨🌕️✨,,False,https://pbs.twimg.com/profile_images/1312420461452509184/Nic8JuLC_normal.jpg,,shiny_gekko,"{'followers_count': 86, 'following_count': 87, 'tweet_count': 2068, 'listed_count': 11}",歌が好きです。リズム天国 ザ・ベスト+で史上10人目のノリカン99達成者です(2022年2月10日達成)。マリオカートツアーもやっています。,False,太陽系,,1491743984665784320
65520497,いっちーP,,False,https://pbs.twimg.com/profile_images/542226620375777280/fZZagzKP_normal.jpeg,,icchy_07,"{'followers_count': 970, 'following_count': 964, 'tweet_count': 349531, 'listed_count': 92}",はかせだにゃん♪,False,ストークス近似が成り立つ世界,,1190274859713982464
1466209975923998722,forward's shock protector,,False,https://pbs.twimg.com/profile_images/1520399155801190400/UrC6LNJ0_normal.jpg,,milfnorton,"{'followers_count': 212, 'following_count': 172, 'tweet_count': 7979, 'listed_count': 1}",art: @heartfulcake/@squirtsworld96 🔞 | 18+ only / no minors / age in bio | NSFW | matching w my kittens 💕 @yasspector @cucabalsa | her norton❤️‍🔥@schizomyers,False,header: @cucabalsa ❤️,"{'description': {'mentions': [{'start': 5, 'end': 18, 'username': 'heartfulcake'}, {'start': 19, 'end': 34, 'username': 'squirtsworld96'}, {'start': 106, 'end': 117, 'username': 'yasspector'}, {'start': 118, 'end': 128, 'username': 'cucabalsa'}, {'start': 145, 'end': 157, 'username': 'schizomyers'}]}}",1469830636370153473
16326864,Andrew O'Connor 🆒,https://t.co/51JlHYCUL3,False,https://pbs.twimg.com/profile_images/1499927079047077890/HZ7mH7A5_normal.jpg,,frandrewoconnor,"{'followers_count': 1043, 'following_count': 1572, 'tweet_count': 24920, 'listed_count': 20}",Husband & father of 5 • Episcopal priest • Californian in Kansas • Dodgers & Liverpool enthusiast • sci-fi nerd • he/him/his • BLM • servant of the secret fire,False,Wichita,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/51JlHYCUL3', 'expanded_url': 'http://www.youtube.com/GoodShepherdWichita', 'display_url': 'youtube.com/GoodShepherdWi…'}]}}",1036411196621168642
581736238,るーた,https://t.co/qEM8uTBMk3,False,https://pbs.twimg.com/profile_images/1370042753099444231/2NOuMhvz_normal.jpg,,ru_ta_29,"{'followers_count': 261, 'following_count': 425, 'tweet_count': 62637, 'listed_count': 8}",BUMP OF CHICKEN/MIYAVI/三浦大知/OFFICE CUE/瀬戸康史/本郷奏多/幽☆遊☆白書/ポケカ/サバゲー/キャンプ/嗜み程度のコスプレ/PSO2NGS_ship4,False,あっち,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qEM8uTBMk3', 'expanded_url': 'https://www.amazon.co.jp/hz/wishlist/ls/YUFAL0R1YAU6/?ref_=lol_ov_le&filter=unpurchased&sort=default', 'display_url': 'amazon.co.jp/hz/wishlist/ls…'}]}}",
113840572,ほりやん🐈𓏇𓇋𓅱𓃠,,False,https://pbs.twimg.com/profile_images/883469002906808320/dWMX__aB_normal.jpg,,Horiyan_,"{'followers_count': 64, 'following_count': 356, 'tweet_count': 1358, 'listed_count': 1}",「自分はギフテッドなんだくぁwせdrftgyふじこlp」などと訳の分からない供述を繰り返しており…コントラクトブリッジ他アナログゲームやります,False,日本 東京,,
976453778,こーん,,False,https://pbs.twimg.com/profile_images/1221059209770389505/Aa-tV5Ba_normal.jpg,,Corn_Law_,"{'followers_count': 2330, 'following_count': 411, 'tweet_count': 11139, 'listed_count': 0}","R2予備最終合格（短答◯→論文◯→口述◯ いずれも2桁順位）、R3司法試験合格（倒産法選択、短答50位，総合200位台）。75期司法修習生。 元アガルート アカデミー マネオプ生（通信）。
https://t.co/RztPZxYpQr",False,,"{'description': {'urls': [{'start': 95, 'end': 118, 'url': 'https://t.co/RztPZxYpQr', 'expanded_url': 'http://note.com/corn_law/', 'display_url': 'note.com/corn_law/'}]}}",1393826089886117889
186875074,雪 ㍍㍍ お ㍍㍍ こ ㍍㍍ じ ㍍㍍ ょ,,False,https://pbs.twimg.com/profile_images/1492173851316621318/Z1_GWJlt_normal.jpg,,mistillokojo,"{'followers_count': 31, 'following_count': 43, 'tweet_count': 18637, 'listed_count': 2}",イタリア料理/ワイン/日本料理/日本酒/音楽，等．深慮し，大胆に行動を目標に．外部サイトにおける許可のないツイートの引用・転載はご遠慮ください．,False,,,
1425246834633568256,낄낄이,,False,https://pbs.twimg.com/profile_images/1520466540852047872/Mw5wUJMZ_normal.jpg,,RirRirdl,"{'followers_count': 29, 'following_count': 39, 'tweet_count': 7282, 'listed_count': 0}",낄낄이증식중,False,,,1518264568216436737
1476152049444487172,toya,,False,https://pbs.twimg.com/profile_images/1476177561713799172/iu0lpKGe_normal.jpg,,ayot_07,"{'followers_count': 8, 'following_count': 16, 'tweet_count': 218, 'listed_count': 0}",とやです。再構成した表看板くんです。,False,,,
730908258500640768,あいうえお,,False,https://pbs.twimg.com/profile_images/1507513264510750725/euA6GbQq_normal.jpg,,Lion_Highbridge,"{'followers_count': 58, 'following_count': 253, 'tweet_count': 27010, 'listed_count': 0}",(･ω･)＜広島人京都嫁を貰う。息子大好き過ぎパパもどき。カープとゲーム、ものづくり,False,広島市,,1411590920726663168
7187812,Chris Merritt,https://t.co/V6B2hroXeT,False,https://pbs.twimg.com/profile_images/1334482113027051523/--oKwBwa_normal.jpg,,chrismerritt,"{'followers_count': 1013, 'following_count': 62, 'tweet_count': 25725, 'listed_count': 51}","Building things on the internet with @FacultyCo. 
Building community with @AtlasLocal.
I'd rather be outdoors.
☕ ⛰️ 🎣 🏕 🍻",False,"Greenville, SC","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/V6B2hroXeT', 'expanded_url': 'http://chrismerritt.cc', 'display_url': 'chrismerritt.cc'}]}, 'description': {'mentions': [{'start': 37, 'end': 47, 'username': 'FacultyCo'}, {'start': 74, 'end': 85, 'username': 'AtlasLocal'}]}}",1329233250380894211
89298575,Eugenita,,False,https://pbs.twimg.com/profile_images/1466692626892181508/54FZxlhr_normal.jpg,,e_ugenita,"{'followers_count': 67, 'following_count': 254, 'tweet_count': 341, 'listed_count': 2}","Republicana, atea, carnívora y feminista por educación y convicción. Un día lo dejo todo y me pongo una pastelería. Malamadre. Pseudo runner",False,,,
59786955,Mari Nieves Fernández,https://t.co/eV7F5f9UJf,False,https://pbs.twimg.com/profile_images/1505941769426542596/w0R5loXd_normal.jpg,,Quimmy85,"{'followers_count': 721, 'following_count': 1303, 'tweet_count': 24473, 'listed_count': 9}","Fotógrafo Profesional. Montaje y Postproducción Audiovisual. Me encantan los animales, las puestas de sol y pasear descalza por el césped y la playa.",False,Madrid (Spain),"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eV7F5f9UJf', 'expanded_url': 'http://thequimmyworld.blogspot.com/', 'display_url': 'thequimmyworld.blogspot.com'}]}}",1032028298426179584
254516549,力ワサキ,,False,https://pbs.twimg.com/profile_images/1484569929693409282/E_zp612g_normal.jpg,,Jkawasaki1,"{'followers_count': 749, 'following_count': 964, 'tweet_count': 144160, 'listed_count': 14}","筋トレ アークナイツ ウマ娘 プリコネ ボーダーブレイク PS4,5 映画 ラーメン二郎",False,,,
67763905,Kathleen O'Grady,https://t.co/VVtH2wR45h,False,https://pbs.twimg.com/profile_images/1510964960700030984/JL76ONv6_normal.jpg,,kathleenogrady,"{'followers_count': 8532, 'following_count': 8501, 'tweet_count': 62149, 'listed_count': 297}","CEO @QUOIMedia, #Ottawa. Research Associate, Simone de Beauvoir Institute, Concordia University, #Montreal. #cdnpoli and #OttawaRiver enthusiast #Disability mom",False,"Ottawa, Canada","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VVtH2wR45h', 'expanded_url': 'http://www.quoimedia.com', 'display_url': 'quoimedia.com'}]}, 'description': {'hashtags': [{'start': 16, 'end': 23, 'tag': 'Ottawa'}, {'start': 97, 'end': 106, 'tag': 'Montreal'}, {'start': 108, 'end': 116, 'tag': 'cdnpoli'}, {'start': 121, 'end': 133, 'tag': 'OttawaRiver'}, {'start': 145, 'end': 156, 'tag': 'Disability'}], 'mentions': [{'start': 4, 'end': 14, 'username': 'QUOIMedia'}]}}",1521479642728828933
1274168476270116864,らぁらﾁｬﾝ❔,,False,https://pbs.twimg.com/profile_images/1514277071513845761/bSz28kf1_normal.jpg,,ra_rZOC,"{'followers_count': 162, 'following_count': 258, 'tweet_count': 6391, 'listed_count': 0}",こうみえて看護師やってます。🫁とコロナ病棟❸🩻推し毒に沼ってはや5ヶ月,False,,,1470773511451209729
15364905,頑固でうんこ,https://t.co/UwtUPMrRjY,False,https://pbs.twimg.com/profile_images/1508617272562417665/FxHKx__1_normal.jpg,,urouro,"{'followers_count': 1225, 'following_count': 679, 'tweet_count': 31532, 'listed_count': 83}",,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UwtUPMrRjY', 'expanded_url': 'http://niku.grrr.jp', 'display_url': 'niku.grrr.jp'}]}}",1090979677940809728
52893887,Melissa,,False,https://pbs.twimg.com/profile_images/1392930332580659200/ANPUXPYC_normal.jpg,,Minamostaza,"{'followers_count': 502, 'following_count': 112, 'tweet_count': 87633, 'listed_count': 24}",uoy kcuf,False,Madrid,,1319025406952067073
912639144,🍣荒佐鮨🍣,,False,https://pbs.twimg.com/profile_images/1495761406552989697/j5-wUzbf_normal.jpg,,moggyu_arasa,"{'followers_count': 381, 'following_count': 436, 'tweet_count': 50455, 'listed_count': 15}",社会性のあるジャイアンは幼女のようです。→長期人狼と青春鉄道にうきうきしています。気付いたら尾形沼。,False,,,
63361502,空条HYO太郎ヲ,https://t.co/pZlCFm6NWj,False,https://pbs.twimg.com/profile_images/849617167414837248/a9To2jN__normal.jpg,,kuhyo,"{'followers_count': 1252, 'following_count': 410, 'tweet_count': 114586, 'listed_count': 53}",スク水と七咲を美味しく頂くだけの簡単なお仕事です！ 電子書籍版『奪還MTB・プジョーVTT-905盗難～奪回までの道のり』Kindleストアにてもそもそと販売中。 https://t.co/hX9xncFgB1,False,シンエヴァ後の世界,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pZlCFm6NWj', 'expanded_url': 'http://www.mohorovicic.com', 'display_url': 'mohorovicic.com'}]}, 'description': {'urls': [{'start': 82, 'end': 105, 'url': 'https://t.co/hX9xncFgB1', 'expanded_url': 'http://www.amazon.co.jp/dp/B00BBH84KY', 'display_url': 'amazon.co.jp/dp/B00BBH84KY'}]}}",1515878537814700033
14162178,Yuta Tanaka,,False,https://pbs.twimg.com/profile_images/2698285586/aee3237076153cf840bede2345702d5a_normal.jpeg,,84q,"{'followers_count': 214, 'following_count': 158, 'tweet_count': 19904, 'listed_count': 17}","某所でソフトウェア系の仕事とかやってます。

川崎在住/福岡 みやま 山川 /1986年度/九大福田研/QITO/東明館/ICPC/推理小説/Ruby/Vim[perator]",False,"Fukuoka, Japan",,
2496403560,しろ。,,False,https://pbs.twimg.com/profile_images/1509569614476644354/39Ta8ZKa_normal.jpg,,srkmev,"{'followers_count': 528, 'following_count': 917, 'tweet_count': 159198, 'listed_count': 0}",高さ0.3m,False,,,1508502300348002305
1118791159,Marta Marta,,False,https://pbs.twimg.com/profile_images/1426558015449309185/uFeUbEdw_normal.jpg,,Martap80,"{'followers_count': 387, 'following_count': 291, 'tweet_count': 6591, 'listed_count': 6}","Simplemente yo. 
Zamorana con el corazón soriano.Amante de la fotografia y del CD Numancia",False,Soria,,1469275137614786569
1077964959122829312,ほちょ🐏💘,,False,https://pbs.twimg.com/profile_images/1514674495625195522/MJJRdeo2_normal.jpg,,Vhimsicott,"{'followers_count': 433, 'following_count': 482, 'tweet_count': 49919, 'listed_count': 7}","🐏 .LIVE箱推し 🐏 ポケモンの話もそこそこ 🐏
🐏 サブ垢(.LIVE外) → @Whimsicott_forV 🐏
【🐬🐏🐜🍒🍋🍄(💘)🐑🐴🍖🐾🌃🎩💥💫】
〔🌱💎🌾🐄🖥(🌌)〕",False,みがわり人形のうしろ,"{'description': {'mentions': [{'start': 43, 'end': 59, 'username': 'Whimsicott_forV'}]}}",
